1032832899035422720	159	168	ADR	addiction
539600685252108288	-	-	noADR	-
539108626540290049	33	39	ADR	shakes
519613092477415427	-	-	noADR	-
508811794698477568	-	-	noADR	-
449329523729780738	43	53	ADR	brain zaps
538989393995116544	36	45	ADR	not sleep
511667909077118976	-	-	noADR	-
537635622081400833	-	-	noADR	-
448212433761361922	31	41	ADR	joint pain
1026902515760033793	-	-	noADR	-
399479669491523584	53	58	ADR	tired
399479669491523584	73	78	ADR	dizzy
399479669491523584	83	90	ADR	anxiety
1021697869231874049	-	-	noADR	-
1018155739016237058	-	-	noADR	-
540657028989857792	-	-	noADR	-
1033404158743851009	-	-	noADR	-
1000379544199626758	-	-	noADR	-
446735396517728257	44	60	ADR	changed my brain
1010248558035886080	-	-	noADR	-
495789504369033217	56	68	ADR	osteoporosis
364976363607818241	128	134	ADR	drowsy
1031638731239944201	24	28	ADR	numb
1019689217595662336	-	-	noADR	-
1038406598874619908	-	-	noADR	-
482953500281040899	-	-	noADR	-
1033068429320888327	-	-	noADR	-
1041463068826451969	-	-	noADR	-
1037311652943876097	125	137	ADR	incontinence
1025527568496316416	-	-	noADR	-
459907191932452864	70	75	ADR	awake
1024276808827641857	-	-	noADR	-
476445677694636032	31	49	ADR	chronic bronchitis
476445677694636032	72	81	ADR	allergies
449380554702462977	-	-	noADR	-
368398099691372544	-	-	noADR	-
1009297339964690432	8	13	ADR	tired
1009297339964690432	56	67	ADR	never sleep
1009297339964690432	104	109	ADR	tired
425992430723559424	75	84	ADR	panicking
382361438137745409	42	46	ADR	sick
1000099636223229952	-	-	noADR	-
1022503476306169862	151	161	ADR	addictions
1038048649211797509	-	-	noADR	-
380007216075776000	28	46	ADR	anaphylactic shock
459698432543047680	-	-	noADR	-
446862567571329024	-	-	noADR	-
1042956764054990853	-	-	noADR	-
1024811351229771783	-	-	noADR	-
1030257856426258439	-	-	noADR	-
1031658924443926529	-	-	noADR	-
﻿532912252723429376	52	59	ADR	focalin
526405098290040832	43	54	ADR	gain weight
526405098290040832	104	110	ADR	active
463795528338116609	69	86	ADR	poor memory trip
459820506838233088	75	80	ADR	slept
539518329976012800	-	-	noADR	-
1042424812017205249	-	-	noADR	-
1012327020771139584	110	119	ADR	knock you
534818694674010114	53	59	ADR	shakes
534818694674010114	80	85	ADR	dizzy
1038631214993666048	-	-	noADR	-
1005070412298924032	-	-	noADR	-
509213707142828032	-	-	noADR	-
1043514185949286400	-	-	noADR	-
509708644087529472	-	-	noADR	-
462001737507680256	9	23	ADR	arm feels numb
359588844460449794	-	-	noADR	-
1018010921275416576	105	112	ADR	bladder
1027479412856553474	-	-	noADR	-
1040746151434223618	-	-	noADR	-
541891595964919808	-	-	noADR	-
541943075367841792	-	-	noADR	-
511726419639275520	77	83	ADR	thrush
1002983211218145281	-	-	noADR	-
1012278902104846337	115	126	noADR	thalidomide
523259063560572928	-	-	noADR	-
453769073248436224	44	52	ADR	sweating
537903349916778496	34	37	ADR	flu
513123830274224129	-	-	noADR	-
1016065607593316352	-	-	noADR	-
463535341107171328	-	-	noADR	-
538932689017917440	3	20	ADR	vision is blurred
1036278471117430791	-	-	noADR	-
452190097866506241	72	76	ADR	sore
534185970305081344	26	41	ADR	broke me out in
431590572092960768	101	125	ADR	waking up every so often
456314244305129472	52	60	ADR	allergic
456314244305129472	86	90	ADR	sick
440730549951672320	-	-	noADR	-
1009629028234485766	-	-	noADR	-
446996801309007873	95	101	ADR	sweats
1044655206963834880	-	-	noADR	-
462067086580146176	55	65	ADR	basal rate
1041488493355180037	31	39	ADR	paranoia
447338033785090048	-	-	noADR	-
1034647593777803264	-	-	noADR	-
421814818383740929	94	101	ADR	healing
1033403470764802051	-	-	noADR	-
541476660290547712	20	25	ADR	sleep
501947246418886659	8	28	ADR	throws my taste buds
1028191644221288453	-	-	noADR	-
1024026043164778503	121	137	ADR	conflating costs
457376148544958464	93	98	ADR	sleep
520423064207912961	65	76	ADR	killed 60+k
520423064207912961	88	101	ADR	heart attacks
1034567822041657344	-	-	noADR	-
439443182669942784	86	94	ADR	addicted
1033070014939652096	-	-	noADR	-
1042853492203892738	-	-	noADR	-
1043956088364658688	-	-	noADR	-
517788038668484608	44	55	ADR	stomach one
465891500472033280	22	37	ADR	sweaty incident
465891500472033280	99	107	ADR	sweating
489046642440826880	76	90	ADR	hallucinations
448188020798550017	-	-	noADR	-
484429704456179715	-	-	noADR	-
532639021995139073	-	-	noADR	-
520500757318344704	38	49	ADR	tummy hurts
541600625071357952	68	76	ADR	insomnia
1004859676754894851	-	-	noADR	-
520301705716850689	77	86	ADR	addictive
1004217522021859328	70	77	ADR	flowin'
537695484484534272	34	46	ADR	stomach ache
537695484484534272	56	64	ADR	headache
1025834457507528704	-	-	noADR	-
447040440550694913	52	58	ADR	sleepy
447040440550694913	63	68	ADR	hyper
447040440550694913	87	99	ADR	chronic pain
456889607486193664	19	28	ADR	dyspnea
523310459060228096	59	82	ADR	skin allergic reactions
526657763737608193	25	47	ADR	mouth taste all bitter
417260794804731904	27	37	ADR	drowsiness
417260794804731904	44	53	ADR	dizziness
417260794804731904	67	77	ADR	sloth-like
1002106164946046976	154	165	ADR	withdrawals
459187278225477633	42	49	ADR	blind 😰
541690822887219200	29	33	ADR	high
537330850804027392	-	-	noADR	-
523228557330620416	46	51	ADR	crazy
491132240710356992	-	-	noADR	-
540037165996990464	66	81	ADR	numbed my brain
525919905640873984	95	105	ADR	feel ropey
1001498534041047046	121	127	ADR	racism
467273985362001920	-	-	noADR	-
468841797503172608	-	-	noADR	-
1038592224857083904	-	-	noADR	-
1020732113769959426	-	-	noADR	-
371743329412599808	57	65	ADR	allergic
1030965228593401856	-	-	noADR	-
528529014533541890	-	-	noADR	-
1001060871731339265	-	-	noADR	-
389814142510845952	70	78	ADR	reaction
1019351686274355205	101	109	ADR	retyping
462605139187351553	-	-	noADR	-
408756587042320385	71	76	ADR	ached
487721100298944512	-	-	noADR	-
463265553327456256	-	-	noADR	-
1017806788819849223	-	-	noADR	-
1010813708342308864	-	-	noADR	-
1025128576910278656	-	-	noADR	-
541991190380675072	34	41	ADR	shaking
541991190380675072	49	66	ADR	heart is pounding
1014145545135378432	-	-	noADR	-
446927103846404097	-	-	noADR	-
533776421819518976	-	-	noADR	-
505196448015581185	37	42	ADR	shaky
1008776402710118400	-	-	noADR	-
386981647653941248	-	-	noADR	-
527969793299988482	-	-	noADR	-
538210331554619392	48	62	ADR	hallucinations
1004937838075498496	-	-	noADR	-
524524175969775616	-	-	noADR	-
530510018144399363	-	-	noADR	-
456446230420156416	45	55	ADR	to aubagio
1027342913347305472	-	-	noADR	-
540143747619487745	-	-	noADR	-
1010034039430868992	61	65	ADR	sick
1010034039430868992	111	119	ADR	insomnia
525512801570525184	-	-	noADR	-
452754538265452544	-	-	noADR	-
418946708329205760	-	-	noADR	-
540255134031572992	-	-	noADR	-
517650594262425600	-	-	noADR	-
1034583463289135106	-	-	noADR	-
446885902795563008	4	12	ADR	comedown
486378619237695488	33	39	ADR	cramps
500759892597415936	-	-	noADR	-
509906371261636609	-	-	noADR	-
540335993715322880	13	17	ADR	hurt
531944178935398400	-	-	noADR	-
439394769467224064	-	-	noADR	-
1018108329896349697	-	-	noADR	-
491262682453245952	124	135	ADR	joint pains
499410296801603586	-	-	noADR	-
534412709870440449	-	-	noADR	-
534022216024072192	128	136	ADR	diarrhea
526892137024331776	-	-	noADR	-
1029439914926985216	-	-	noADR	-
493949469893722113	-	-	noADR	-
530509879799451648	69	87	ADR	knocked me out too
533710549314310145	40	44	ADR	lose
533710549314310145	53	62	ADR	of weight
1000428178836373504	-	-	noADR	-
400947761786658816	-	-	noADR	-
519554353154490368	-	-	noADR	-
1021818551437611008	-	-	noADR	-
468518427125358592	-	-	noADR	-
450378380165136384	58	62	ADR	pain
537586315932729344	51	72	ADR	mouth taste like iron
1026254685236355072	-	-	noADR	-
1040684061210103808	-	-	noADR	-
487100114427584514	-	-	noADR	-
540606648021041153	105	112	ADR	seizure
446871203425185792	34	40	ADR	weight
1023071400435757063	-	-	noADR	-
1017706910290767872	-	-	noADR	-
389965598307799040	65	72	ADR	brittle
1020902068947640320	-	-	noADR	-
425745243657736192	32	38	ADR	fatter
1032015048171040771	63	68	ADR	dream
355545866418917376	47	55	ADR	weirdest
1016713982932078592	-	-	noADR	-
454717686392426496	29	37	ADR	migraine
540367170765881344	17	23	ADR	messes
495787683386777600	62	68	ADR	cheeks
483470760367767552	27	32	ADR	bumps
483470760367767552	39	45	ADR	thighs
534226000406913024	34	45	ADR	throwing up
1023321877627002884	-	-	noADR	-
505814210513993729	-	-	noADR	-
1039643186342309888	-	-	noADR	-
542026471293063168	-	-	noADR	-
541932008730279936	27	32	ADR	slept
446734798191853570	47	58	ADR	passing out
446734798191853570	73	86	ADR	losing chunks
1032895659215474689	99	117	ADR	waking up thinking
1032895659215474689	120	133	ADR	can't breathe
362408452917690370	-	-	noADR	-
1034435898337837057	-	-	noADR	-
465947476282081280	91	101	ADR	gain 40lbs
456136033722458112	78	89	ADR	weight gain
498799315121217536	77	82	ADR	angry
498799315121217536	102	111	ADR	strattera
1019534149080829952	-	-	noADR	-
1020728763217215488	-	-	noADR	-
1027362781715156993	-	-	noADR	-
490454653377605632	-	-	noADR	-
465962589361819648	-	-	noADR	-
448289758570373121	57	67	ADR	depression
527269532386488321	10	18	ADR	addicted
538564616503443457	12	17	ADR	itchy
538564616503443457	98	106	ADR	allergic
392900109706731520	20	24	ADR	puke
449709138856013825	-	-	noADR	-
1042871729947701248	-	-	noADR	-
509914979643187200	-	-	noADR	-
1004563645538369541	-	-	noADR	-
533445212262391808	54	71	ADR	lost in the world
447367792543547392	-	-	noADR	-
454349845277315072	42	63	ADR	sensitive to sunlight
515343481129402368	28	35	ADR	hurting
359561395127324673	-	-	noADR	-
375362849180114945	-	-	noADR	-
526136944481550336	-	-	noADR	-
541745194639818752	32	38	ADR	cramps
541745194639818752	75	79	ADR	high
1027192143339810817	-	-	noADR	-
461126362162794496	133	140	ADR	#nausea
1019832019273043968	88	98	ADR	tooth pain
1008149151698300928	-	-	noADR	-
1017432221442084865	-	-	noADR	-
1034222222183813121	-	-	noADR	-
515040168982507520	-	-	noADR	-
1023731392314654720	-	-	noADR	-
455207504704970752	-	-	noADR	-
535218409429274624	-	-	noADR	-
541067101839306752	105	121	ADR	are freaking out
460495657376047105	-	-	noADR	-
1039676463962902528	51	58	ADR	painful
540571779597479936	84	107	ADR	unable to tolerate much
1025121197330259969	-	-	noADR	-
378455797375565824	27	39	ADR	spare keppra
378455797375565824	44	50	ADR	vimpat
503965874114801664	41	44	ADR	fat
449997506542571521	79	91	ADR	pre-babbling
1001799624443678720	-	-	noADR	-
526851534383235075	52	67	ADR	stopped working
363765820465221632	-	-	noADR	-
479413138454900736	114	137	ADR	felt like dying all day
535666738986098688	-	-	noADR	-
492303988461539329	-	-	noADR	-
1008210273327558657	-	-	noADR	-
1024124759557251072	-	-	noADR	-
541358522710392833	-	-	noADR	-
1021615513129037829	-	-	noADR	-
1021380629953425414	-	-	noADR	-
1044775332061093895	134	145	ADR	can't focus
1013235603457101825	-	-	noADR	-
455218200829906944	-	-	noADR	-
419025690705797120	-	-	noADR	-
1026194814445019141	-	-	noADR	-
1011387030218174464	-	-	noADR	-
456294511103078400	49	67	ADR	lost a ton of hair
511575580915933184	13	19	ADR	sleepy
495390439307227136	46	54	ADR	annoying
540672233497452544	26	47	ADR	feel like i'm on meth
541958485945372672	112	125	ADR	haven't slept
1038252015145635842	-	-	noADR	-
540248881200525312	-	-	noADR	-
510962879387152384	73	86	ADR	heart attack
398462515736485888	-	-	noADR	-
1025583752594874369	-	-	noADR	-
409098486294904832	-	-	noADR	-
495798181502803968	-	-	noADR	-
488435607824105472	-	-	noADR	-
436928225194029056	129	133	ADR	numb
520834475119628288	-	-	noADR	-
1005174785318555648	-	-	noADR	-
1016080989339123713	-	-	noADR	-
1003082138562879488	-	-	noADR	-
533365478606254080	-	-	noADR	-
431099216409403392	14	21	ADR	viibryd
1028551671046070272	-	-	noADR	-
1002213253072740355	-	-	noADR	-
525330075840155648	-	-	noADR	-
539693107160170497	76	83	ADR	knocked
1034577992666828802	-	-	noADR	-
502279713079848962	-	-	noADR	-
1021541073372569600	-	-	noADR	-
1031323939597950983	-	-	noADR	-
541697114016055296	26	34	ADR	headache
466340549851873280	20	58	ADR	3d-cinema vision (without the glasses)
1014412682513002496	-	-	noADR	-
494691307936571392	-	-	noADR	-
1029506449423171586	-	-	noADR	-
488867726673190912	-	-	noADR	-
520738406364905472	70	80	ADR	withdrawal
511158148082565120	-	-	noADR	-
1038903879591702528	-	-	noADR	-
354766885562228739	80	97	ADR	allergic reaction
1041051762491367424	-	-	noADR	-
1019596947630329858	-	-	noADR	-
453211425163739136	-	-	noADR	-
463721822190460928	44	75	ADR	sick remicade stopped working
1016815531012251649	-	-	noADR	-
526403109187493888	17	22	ADR	tummy
475494942203056128	91	97	ADR	deaths
1033491139326881797	-	-	noADR	-
531595788900892672	-	-	noADR	-
362771010598469632	-	-	noADR	-
536678503069282304	-	-	noADR	-
495814295603535874	-	-	noADR	-
539491529983676417	-	-	noADR	-
1016783071763484676	-	-	noADR	-
541350311320092672	-	-	noADR	-
481887466908315648	121	131	ADR	withdrawal
1014402354991558658	-	-	noADR	-
463039698563502080	-	-	noADR	-
1024094681104150528	-	-	noADR	-
531991826111008768	38	42	ADR	puke
1006608804346294275	-	-	noADR	-
1038152840634617856	-	-	noADR	-
1023971095546867718	53	66	ADR	back to sleep
1023971095546867718	95	100	ADR	dead
505311304744456193	102	111	ADR	addiction
1013814293777846273	-	-	noADR	-
1020152924494757888	-	-	noADR	-
456290164138975233	42	52	ADR	head hurts
456290164138975233	63	79	ADR	strange thoughts
524573752256765952	-	-	noADR	-
541270460936507392	63	67	ADR	high
531364528978944000	51	56	ADR	nervy
519313729243336704	-	-	noADR	-
466651460189827073	24	33	ADR	fucked up
466651460189827073	69	77	ADR	praying
500476956711084032	-	-	noADR	-
522423956079640576	-	-	noADR	-
459168739104415744	50	56	ADR	zombie
459168739104415744	93	104	ADR	brain cloud
481081468073287681	-	-	noADR	-
542021390736830464	121	132	ADR	hallucinate
457071235461955584	-	-	noADR	-
508340137999101953	102	119	ADR	distorted hidden
1034979556405346304	-	-	noADR	-
451255165841313792	68	79	ADR	weight gain
541999772500905985	-	-	noADR	-
535096386833104896	-	-	noADR	-
480068796732813313	-	-	noADR	-
539916540213465089	-	-	noADR	-
465970378012377088	-	-	noADR	-
497696302579195904	35	53	ADR	heart palpitations
439595402158170112	-	-	noADR	-
434216770216271872	-	-	noADR	-
1027810343068868614	36	40	ADR	feel
540289974407815168	30	36	ADR	energy
540289974407815168	72	82	ADR	heart beat
1025797156958027777	-	-	noADR	-
447965129251233792	-	-	noADR	-
1008327241669881858	-	-	noADR	-
465639538120196096	-	-	noADR	-
449780564506472449	64	86	ADR	tumbling out of dreams
504834537730617344	-	-	noADR	-
466990468455469057	84	100	ADR	stomach problems
487398623588540416	-	-	noADR	-
1001908476715642886	-	-	noADR	-
1040245557409853446	-	-	noADR	-
1031824417461075968	-	-	noADR	-
514551827699081216	-	-	noADR	-
524002513020661761	74	78	ADR	sick
447259646001020930	-	-	noADR	-
1002494642087186433	-	-	noADR	-
1020742704123215876	-	-	noADR	-
528937356544311296	35	39	ADR	move
528937356544311296	44	51	ADR	tremble
528937356544311296	86	90	ADR	move
528937356544311296	95	102	ADR	tremble
461552197537259520	126	138	ADR	gall bladder
1009106393889198082	-	-	noADR	-
442323960420499457	82	95	ADR	suicide watch
1009704372157210624	-	-	noADR	-
388164294354796544	30	39	ADR	headaches
363018490266918912	-	-	noADR	-
534925847502008320	-	-	noADR	-
506937223686922240	67	81	ADR	abdominal pain
460830458956480512	109	120	ADR	weight gain
460830458956480512	125	134	ADR	hair loss
1041776847233662976	-	-	noADR	-
354901240016158720	52	57	ADR	nasty
486379902292086784	-	-	noADR	-
1013109839709589505	-	-	noADR	-
526388498442764288	13	21	ADR	allergic
521114581762990080	112	124	ADR	osteoporosis
486324754316394496	50	55	ADR	hurts
1024766045435912196	-	-	noADR	-
1009148921212559361	31	35	ADR	dumb
495091124688920576	64	72	ADR	cramping
1008506523281182725	-	-	noADR	-
533652697921384448	45	53	ADR	headache
1041031486411952128	-	-	noADR	-
365214579028017152	64	73	ADR	out of it
1007324463371874304	-	-	noADR	-
530412729845415936	-	-	noADR	-
447491159569362944	-	-	noADR	-
1036780492148887552	-	-	noADR	-
1025735502559936512	17	23	ADR	asthma
1042966063221096448	-	-	noADR	-
449014467506888704	-	-	noADR	-
457070059421044736	30	38	ADR	bruising
527641545257005058	23	32	ADR	nightmare
1022485099709911041	-	-	noADR	-
541965861293006848	99	103	ADR	sick
1016523373789306880	-	-	noADR	-
438762355762008064	33	38	ADR	tired
438762355762008064	43	50	ADR	anxious
460803164132741123	21	36	ADR	sleep paralysis
1023798069635280897	-	-	noADR	-
529937154940862464	-	-	noADR	-
444962947480428544	-	-	noADR	-
523849887054827520	-	-	noADR	-
467644515504115712	37	51	ADR	coma pass out
467644515504115712	87	102	ADR	feel like shite
1002537428664684544	-	-	noADR	-
541943847006519296	28	39	ADR	can't sleep
1035017526567202818	-	-	noADR	-
506266208250130432	138	144	ADR	sleepy
1009929195512791046	-	-	noADR	-
501936955228049409	-	-	noADR	-
456877605501681664	61	72	ADR	weight gain
448242273403551745	-	-	noADR	-
532700875915919360	56	64	ADR	cravings
346723721085587456	-	-	noADR	-
460372009856544768	75	80	ADR	drunk
463333907832639488	121	128	ADR	worried
1041669430101635072	128	133	ADR	shake
534743937463091200	-	-	noADR	-
396541992622358528	85	93	ADR	dry skin
1002968874839691268	-	-	noADR	-
447644333454286848	24	29	ADR	tired
485476544756727808	64	75	ADR	reinsertion
527139548040400897	46	51	ADR	shaky
514787109472067584	-	-	noADR	-
519734078854025216	-	-	noADR	-
